"Original Url","Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Title 2","Title 2 Length","Title 2 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","Canonical Link Element 2","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://www.ajio.com/women-fashion-jewellery/c/830305","https://www.ajio.com/women-fashion-jewellery/c/830305","text/html; charset=utf-8","200","OK","Indexable","","Women's Fashion Jewellery Online: Low Price Offer on Fashion Jewellery for Women - AJIO","87","806","","0","0","Buy Fashion Jewellery for Women. Huge Collection of Women's Fashion Jewellery. Avail low price offers and discounts. Order Now. COD, Easy Returns and Exchange.","159","1029","","0","0","","0","","0","","0","","0","","0","index,follow","","","https://www.ajio.com/women-fashion-jewellery/c/830305","","","","","","","786600","124744","1547","297","5.209","73.636","Fairly Easy","1.227","0","2","","1","1","0","1.230","546","517","0","5","5","0","","","","","d330cfa63b4a54e5c96522802c8eba33","0.966","","","","","1.1","https://www.ajio.com/women-fashion-jewellery/c/830305","2024-11-30 15:21:31"
"https://www.asos.com/women/jewellery/cat/?cid=4175","https://www.asos.com/women/jewellery/cat/?cid=4175","text/html; charset=utf-8","200","OK","Indexable","","Shop Women's Jewellery Online Now | ASOS","40","393","","0","0","Discover our full range of women's jewellery on ASOS. Shop designer brands from our necklaces, bracelets, earrings, rings, to women watches now at ASOS.","152","964","","0","0","","0","Women's Jewellery","17","","0","Shop by product","15","Shop by price","13","","","","https://www.asos.com/women/jewellery/cat/?cid=4175","","https://www.asos.com/women/jewellery/cat/?cid=4175&page=2","","","","","582549","73315","1347","382","3.526","91.649","Very Easy","3.362","0","3","","2","1","0","1.230","799","707","0","15","11","0","","","","","9bb3b17dab9543fbcbd1cbcd40399cc5","1.662","","","","","1.1","https://www.asos.com/women/jewellery/cat/?cid=4175","2024-11-30 15:21:11"
"https://www.georgjensen.com/europe/jewellery/womens-jewellery","https://www.georgjensen.com/europe/jewellery/womens-jewellery","text/html;charset=UTF-8","200","OK","Indexable","","Women's Jewellery | Scandinavian Design | Georg Jensen","54","507","","0","0","Georg Jensen offers beautiful Scandinavian Jewellery for Women. Explore our unique range of necklaces, bracelets, rings and earrings.","133","834","","0","0","","0","","0","","0","For Her","7","Refine Your Results By:","23","index,follow","","","https://www.georgjensen.com/europe/jewellery/womens-jewellery","","https://www.georgjensen.com/europe/jewellery/womens-jewellery?start=36&sz=36","","","","","446202","49314","1459","483","3.021","100.000","Very Easy","3.237","0","2","","11","1","0","1.230","463","403","0","8","8","0","","","","","7bcfb1f01b6c0da11e92edb5c5ba6073","1.405","","","","","1.1","https://www.georgjensen.com/europe/jewellery/womens-jewellery","2024-11-30 15:21:22"
"https://www.accessorize.com/row/jewellery/","https://www.accessorize.com/row/jewellery/","text/html;charset=UTF-8","200","OK","Indexable","","Jewellery | Affordable Women’s Jewellery | Accessorize UK","57","520","","0","0","Discover new and trending women's jewellery at Accessorize, with silver jewellery, gold jewellery and pearl jewellery for every outfit.","135","809","","0","0","","0","ABC's OF JEWELLERY STACKING","27","","0","","0","","0","","","","https://www.accessorize.com/row/jewellery/","","https://www.accessorize.com/row/jewellery/?start=40","","","","","246107","30094","167","51","3.275","66.226","Normal","1.351","0","2","","4","1","0","1.230","137","105","0","7","7","0","","","","","e5de5d8d9dc39d3e172fdd9cc7cc9c74","1.217","","","","","1.1","https://www.accessorize.com/row/jewellery/","2024-11-30 15:21:29"
"https://www.broraonline.com/accessories/jewellery","https://www.broraonline.com/accessories/jewellery","text/html; charset=UTF-8","200","OK","Indexable","","Women's Jewellery | Necklaces, Earrings & Brooches | Brora","58","527","","0","0","Discover our latest collection of women's jewellery at Brora. Gold earrings, beaded necklaces and precious gems, our elegant jewellery is the ideal present.","156","953","","0","0","","0","","0","","0","","0","","0","INDEX,FOLLOW","","","https://www.broraonline.com/accessories/jewellery","","","","","","","111188","24059","0","","","","","0.000","0","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","b7d4f5bca94cbc25cfa92c93ff4caa2f","1.649","","","","","1.1","https://www.broraonline.com/accessories/jewellery","2024-11-30 15:21:02"
"https://en.arthusbertrand.com/bijoux-femme","https://en.arthusbertrand.com/bijoux-femme","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","20","20","0","","","","","0.000","0","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","2.764","","https://en.arthusbertrand.com/womens-jewellery","HTTP Redirect","","1.1","https://en.arthusbertrand.com/bijoux-femme","2024-11-30 15:20:57"
"https://bydeeaus.com/collections/jewellery","https://bydeeaus.com/collections/jewellery","text/html; charset=utf-8","200","OK","Indexable","","Women's Jewellery - Shop Online | Bydee","39","361","","0","0","Shop women's jewellery at Bydee. Explore a range of earrings, necklaces, waist chains and more. Free express shipping on orders over $150.","138","869","","0","0","","0","Jewellery","9","","0","Discover Bydee Jewellery","24","Shop Women’s Jewellery Online","29","","","","https://bydeeaus.com/collections/jewellery","","","","","","","647987","102640","1762","417","4.225","80.400","Easy","1.978","0","1","","6","1","0","1.230","333","139","0","5","5","0","","","","","b3db907749d230ce0ec4d4d5aa29a614","0.927","","","","","1.1","https://bydeeaus.com/collections/jewellery","2024-11-30 15:21:22"
"https://www.wallacebishop.com.au/collections/womens-jewellery","https://www.wallacebishop.com.au/collections/womens-jewellery","text/html; charset=utf-8","200","OK","Indexable","","Women's Jewellery - Rings, Earrings & More | Shop Online Australia","66","589","","0","0","Explore a wide range of exquisite Women's Jewellery at Wallace Bishop. Discover stunning pieces including rings, earrings, necklaces, bracelets, and more. Enhance your style and express your individuality with our elegant collection. Find the perfect accessory to complete your look. Shop Women's Jewellery now at Wallace Bishop.","329","2053","","0","0","","0","Women's Jewellery","17","","0","Frequently Asked Jewellery Questions","36","","0","","","","https://www.wallacebishop.com.au/collections/womens-jewellery","","","","","","","609766","95483","2326","583","3.990","76.213","Fairly Easy","2.872","0","1","","4","1","0","1.230","448","229","0","5","5","0","","","","","74e0098086cf2abf0b09408501a5df8f","0.673","","","","","1.1","https://www.wallacebishop.com.au/collections/womens-jewellery","2024-11-30 15:20:59"
"https://www.gucci.com/pt/en_gb/ca/women/accessories-for-women/jewellery-watches-for-women-c-women-jewelry","https://www.gucci.com/pt/en_gb/ca/women/accessories-for-women/jewellery-watches-for-women-c-women-jewelry","text/html;charset=UTF-8","200","OK","Indexable","","Women's Designer Jewellery & Watches  | GUCCI® PT","49","471","","0","0","Discover the collection of luxury jewellery and watches for women at GUCCI. Discover women's fashion jewellery in GG motifs. Enjoy Complimentary Delivery.","154","971","","0","0","","0","Women's Jewellery","17","Watches","7","Gold Jewellery","14","Silver Jewellery","16","","","","https://www.gucci.com/pt/en_gb/ca/women/accessories-for-women/jewellery-watches-for-women-c-women-jewelry","","","","","","","919889","224143","1756","650","2.702","99.114","Very Easy","1.711","0","5","","4","1","0","1.230","488","315","0","5","5","0","","","","","838d5813e018223ac24b5041295b9501","1.223","","","","","1.1","https://www.gucci.com/pt/en_gb/ca/women/accessories-for-women/jewellery-watches-for-women-c-women-jewelry","2024-11-30 15:21:09"
"https://www.bottegaveneta.com/en-us/women/jewellery","https://www.bottegaveneta.com/en-us/women/jewellery","text/html;charset=UTF-8","200","OK","Indexable","","Women's Designer Gold & Silver Jewelry | Bottega Veneta® US","59","551","","0","0","Discover women's designer jewelry at Bottega Veneta, featuring timeless pieces in meticulous designs. Complimentary express delivery and gift wrapping.","151","954","","0","0","Bottega Veneta","14","Jewellery","9","","0","","0","New","3","index,follow,archive","","","https://www.bottegaveneta.com/en-us/women/jewellery","","https://www.bottegaveneta.com/en-us/women/jewellery?prefn1=akeneo_employeesSalesVisible&prefv1=false&prefn2=akeneo_markDownInto&prefv2=no_season&prefn3=countryInclusion&prefv3=US&start=14&sz=16","","","","","700770","56776","787","219","3.594","97.303","Very Easy","1.601","0","2","","3","1","0","1.230","520","314","0","2","2","0","","","","","20552a4a660be36c774047fbcc48533e","1.473","","","","","1.1","https://www.bottegaveneta.com/en-us/women/jewellery","2024-11-30 15:20:46"
"https://outhouse-jewellery.com/collections/womens-jewellery","https://outhouse-jewellery.com/collections/womens-jewellery","text/html; charset=utf-8","200","OK","Indexable","","Jewellery for Women and Girls | Latest Jewellery Designs","56","503","","0","0","Buy exquisite jewellery for women and girls. Explore our latest jewellery designs to elevate every style. Order the perfect women's jewellery at Outhouse.","154","936","","0","0","","0","Women Jewellery","15","","0","Frequently Asked Questions","26","About Women Jewellery","21","INDEX,FOLLOW,MAX-SNIPPET:-1,MAX-IMAGE-PREVIEW:LARGE","","","https://outhouse-jewellery.com/collections/womens-jewellery","","https://outhouse-jewellery.com/collections/womens-jewellery?page=2","","","","","1090106","130884","3194","844","3.784","91.933","Very Easy","2.106","0","1","","39","1","0","1.230","583","162","0","8","5","0","","","","","420067b99c2f2cc60a0312e3a594795e","0.613","","","","","1.1","https://outhouse-jewellery.com/collections/womens-jewellery","2024-11-30 15:20:49"
"https://www.monsoonlondon.com/row/womens/shoes-accessories/jewellery/","https://www.monsoonlondon.com/row/womens/shoes-accessories/jewellery/","text/html;charset=UTF-8","200","OK","Indexable","","Women's Jewellery | Layered Necklaces & Statement Earrings | Monsoon Global","75","702","","0","0","Jewellery & Hair at Monsoon. For beautifully crafted Jewellery & Hair with contemporary design, visit Monsoon Global.","117","729","","0","0","","0","Jewellery & Hair","16","","0","","0","","0","","","","https://www.monsoonlondon.com/row/womens/shoes-accessories/jewellery/","","https://www.monsoonlondon.com/row/womens/shoes-accessories/jewellery/?start=40","","","","","1016977","71902","189","51","3.706","77.740","Fairly Easy","1.147","0","4","","3","1","0","1.230","452","333","0","14","9","0","","","","","8139b063322340c0f619d9153069453d","3.307","","","","","1.1","https://www.monsoonlondon.com/row/womens/shoes-accessories/jewellery/","2024-11-30 15:21:15"
"https://www.hsamuel.co.uk/l/womens-jewellery","https://www.hsamuel.co.uk/l/womens-jewellery","text/html; charset=utf-8","200","OK","Indexable","","Women's Jewellery - H.Samuel","28","271","","0","0","Explore a stunning range of women's jewellery at H.Samuel and find a variety of styles to suit you. From necklaces, to bracelets, earrings and more, shop now.","158","974","","0","0","Womens Jewellery","16","Womens Jewellery","16","Shop All Jewellery","18","Filters","7","Filters","7","","","","https://www.hsamuel.co.uk/l/womens-jewellery","","","","","","","1015453","96052","1828","656","2.787","69.100","Normal","2.017","0","1","","2","1","0","1.230","618","260","0","0","0","0","","","","","e59c5abdc91093857cea43aa6e9801b2","2.434","","","","","1.1","https://www.hsamuel.co.uk/l/womens-jewellery","2024-11-30 15:20:57"
"https://shaunleane.com/collections/women","https://shaunleane.com/collections/women","text/html; charset=utf-8","200","OK","Indexable","","Women's Jewellery

    

    

    
      – Shaun Leane","55","309","","0","0","Explore our diverse collections of elegant contemporary jewellery from our iconic hook earrings, bold bracelets and bangles through to luxurious diamond studded fine jewellery, for sophisticated jewels with an edge","214","1324","","0","0","","0","Women's Jewellery","17","","0","Your Shopping Bag","17","Blackthorn Pearl Leaf Pendant","29","","","","https://shaunleane.com/collections/women","","https://shaunleane.com/collections/women?page=2","","","","","230598","44049","1143","347","3.294","97.945","Very Easy","3.293","0","1","","2","1","0","1.230","286","111","0","4","4","0","","","","","5ed67a76e6a556765a441dc9558e62fe","0.584","","","","","1.1","https://shaunleane.com/collections/women","2024-11-30 15:21:27"
"https://www.warrenjames.co.uk/jewellery/womens","https://www.warrenjames.co.uk/jewellery/womens","text/html;charset=UTF-8","200","OK","Indexable","","Women's Jewellery | Jewellery For Her | Warren James","52","481","","0","0","Explore the full collection of women's jewellery at Warren James. Our range includes engagement rings, earrings, necklaces, bracelets, and more.","144","895","","0","0","her,women,womens,women's","24","Womens Jewellery","16","","0","Our shops","9","FREE when you spend over £49","28","","","","https://www.warrenjames.co.uk/jewellery/womens","","","","","","","316192","58312","476","164","2.902","13.717","Very Hard","1.703","0","1","","5","1","0","1.230","107","54","0","4","2","0","","","","","44abc3acbf6e5973b00b1da116992ce4","1.063","","","","","1.1","https://www.warrenjames.co.uk/jewellery/womens","2024-11-30 15:21:09"
"https://au.coachoutlet.com/catalog/women/accessories/jewellery/","https://au.coachoutlet.com/catalog/women/accessories/jewellery/","text/html; charset=utf-8","429","Too Many Requests","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","452","452","0","","","","","0.000","0","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.791","","","","","1.1","https://au.coachoutlet.com/catalog/women/accessories/jewellery/","2024-11-30 15:21:22"
"https://au.louisvuitton.com/eng-au/women/fashion-jewellery/all-fashion-jewellery/_/N-tqnlr03","https://au.louisvuitton.com/eng-au/women/fashion-jewellery/all-fashion-jewellery/_/N-tqnlr03","text/html; charset=utf-8","200","OK","Indexable","","Women’s Designer Jewellery | LOUIS VUITTON","42","411","","0","0","Find fashionable and elegant jewellery for women here at Louis Vuitton. Discover our collection of women’s jewellery on this page for the best pieces.","150","923","","0","0","","0","All Fashion Jewellery","21","","0","Sort by Price","13","Price Range","11","index, follow","","","https://au.louisvuitton.com/eng-au/women/fashion-jewellery/all-fashion-jewellery/_/N-tqnlr03","","https://au.louisvuitton.com/eng-au/women/fashion-jewellery/all-fashion-jewellery/_/N-tqnlr03?page=2","","","","","1114120","182677","316","77","4.104","98.258","Very Easy","0.649","0","5","","5","1","0","1.230","340","286","0","2","2","0","","","","","2d20e70b68e35914fc4e6733b5bb5ce8","9.098","","","","","1.1","https://au.louisvuitton.com/eng-au/women/fashion-jewellery/all-fashion-jewellery/_/N-tqnlr03","2024-11-30 15:21:30"
"https://www.billini.com/collections/jewellery","https://www.billini.com/collections/jewellery","text/html; charset=utf-8","200","OK","Indexable","","Gold & Initial Jewellery For Women | Billini","44","368","","0","0","Shop our Jewellery collection today at Billini for your must-have stylish finishing touch. Shop your new jewellery today. AfterPay available.","141","849","","0","0","","0","Jewellery","9","","0","Your Bag is Empty","17","my bag 0 items","14","","","","https://www.billini.com/collections/jewellery","","","","","","","440964","68929","1328","236","5.627","83.270","Easy","3.539","0","1","","60","1","0","1.230","491","130","0","8","6","0","","","","","c2d53644e2c4f177d45e02690b4fb789","0.492","","","","","1.1","https://www.billini.com/collections/jewellery","2024-11-30 15:20:56"
"https://uk.coach.com/shop/women/accessories-jewellery/jewellery","https://uk.coach.com/shop/women/accessories-jewellery/jewellery","text/html; charset=utf-8","200","OK","Indexable","","Designer Jewellery for Women | COACH® UK","40","398","","0","0","Discover the elegance of our women's jewellery collection. Shop exquisite necklaces, bracelets, earrings, bangles, and broaches for timeless style!","147","901","","0","0","","0","Women's Jewellery","17","","0","Color","5","Price","5","index, follow,max-image-preview:large","","","https://uk.coach.com/shop/women/accessories-jewellery/jewellery","","https://uk.coach.com/shop/women/accessories-jewellery/jewellery?page=2&startFrom=2","","","","","785474","98958","493","133","3.707","68.022","Normal","0.437","0","3","","1","1","0","1.230","53","34","0","0","0","0","","","","","fd6f11a4cc1a1a97d3556fe3c9af63a6","5.436","Sat, 30 Nov 2024 09:57:21 GMT","","","","1.1","https://uk.coach.com/shop/women/accessories-jewellery/jewellery","2024-11-30 15:21:12"
"https://www.teilor.com/women-jewellery","https://www.teilor.com/women-jewellery","text/html; charset=utf-8","200","OK","Indexable","","Women's Jewellery - TEILOR","26","251","","0","0","Jewellery for women: gold, diamonds and precious stones. The women's jewellery collection is available online and in TEILOR stores!","131","822","","0","0","","0","Gold jewellery for women","24","","0","Which gemstones do I choose for gold jewellery?","47","What are the most popular earring designs?","42","index, follow","","","https://www.teilor.com/women-jewellery","","","","","","","611603","69355","1493","389","3.838","83.717","Easy","1.616","0","0","","3","1","0","1.230","171","155","0","7","7","0","","","","","1c72269c1297c3001cffcbb55e9b0a08","1.365","","","","","1.1","https://www.teilor.com/women-jewellery","2024-11-30 15:21:24"
"https://www.fields.ie/jewellery/womens/","https://www.fields.ie/jewellery/womens/","text/html;charset=UTF-8","200","OK","Indexable","","Women's Jewellery | Fields","26","237","","0","0","Discover Women's Jewellery for every signature moment now online at Fields. Next Day Delivery.","94","597","","0","0","Fraser Hart","11","Women's Jewellery","17","","0","Remove Product?","15","Remove Gift Voucher?","20","","","","https://www.fields.ie/jewellery/womens/","","","","","","","629918","39355","987","357","2.765","100.000","Very Easy","2.606","0","2","","5","1","0","1.230","611","218","0","6","6","0","","","","","19f22c47b161d2a39601481aa798317d","1.581","","","","","1.1","https://www.fields.ie/jewellery/womens/","2024-11-30 15:20:49"
"https://www.massimodutti.com/us/women/accessories/jewellery-n2291","https://www.massimodutti.com/us/women/accessories/jewellery-n2291","text/html; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","1781713","232635","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","ff8069f1e0ce55f0cfe5ecac0a0acd16","1.033","","","","","1.1","https://www.massimodutti.com/us/women/accessories/jewellery-n2291","2024-11-30 15:21:10"
"https://www.johnlewis.com/women/womens-jewellery/c600001990","https://www.johnlewis.com/women/womens-jewellery/c600001990","text/html; charset=utf-8","200","OK","Indexable","","Women's Jewellery | John Lewis & Partners","41","383","","0","0","Shop our Jewellery Range from Engagement Rings, to Diamond Earrings, Necklaces and Bracelets, available in Gold, Silver and Rose Gold Metals. With Free Delivery on orders over £50","179","1129","","0","0","","0","Women's Jewellery","17","","0","Black Friday deals (selected lines)","35","Jewellery","9","index, follow","","","https://www.johnlewis.com/women/womens-jewellery/c600001990","","","","","","","646404","71672","3522","507","6.947","66.927","Normal","4.037","0","2","","4","1","0","1.230","1383","908","0","42","35","0","","","","","6815c73d1cf563ab85f79507b7baa46a","0.668","","","","","1.1","https://www.johnlewis.com/women/womens-jewellery/c600001990","2024-11-30 15:21:29"
