"Original Url","Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Title 2","Title 2 Length","Title 2 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","Meta Robots 2","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","Canonical Link Element 2","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://shop.detroitlions.com/detroit-lions-men-sweatshirts-and-fleece/t-14153542+ga-67+d-14444253+z-93-2333223566","https://shop.detroitlions.com/detroit-lions-men-sweatshirts-and-fleece/t-14153542+ga-67+d-14444253+z-93-2333223566","text/html; charset=utf-8","200","OK","Indexable","","Detroit Lions Mens Hoodies, Mens Sweaters, Lions Sweatshirts | Official Detroit Lions Shop","90","801","","0","0","Detroit Lions Mens Hoodies and Sweatshirts at the Official Online Store of the Detroit Lions. Enjoy Quick Flat-Rate Shipping On Any Size Order. Browse Detroit Lions Store for the latest Lions sweatshirts, Crew, hoodies and more for men, women, and kids.","253","1563","","0","","0","","0","Your Selections","15","Men's Sizes","11","","","","","https://shop.detroitlions.com/detroit-lions-men-sweatshirts-and-fleece/t-14153542+ga-67+d-14444253+z-93-2333223566","","https://shop.detroitlions.com/detroit-lions-men-sweatshirts-and-fleece/t-14153542+ga-67+d-14444253+z-93-2333223566?pageNumber=2","","","","","958823","81698","1668","603","2.766","94.524","Very Easy","1.173","0","1","","171","1","0","1.120","435","155","0","1","1","0","","","","","3945975802f339ec6bda05db1cb83f99","2.639","","","","","1.1","https://shop.detroitlions.com/detroit-lions-men-sweatshirts-and-fleece/t-14153542+ga-67+d-14444253+z-93-2333223566","2024-11-26 00:54:29"
"https://www.aftco.com/products/reaper-fishing-sweatshirt","https://www.aftco.com/products/reaper-fishing-sweatshirt","text/html; charset=utf-8","200","OK","Indexable","","Reaper Hoodie: technical fishing sweatshirt by AFTCO","52","477","","0","0","Constructed with an insanely comfortable and warm microfleece fabric, The AFTCO Reaper Sweatshirt features a AFTCO designed integrated face mask and neck warmer.","161","1055","","0","Reaper Sweatshirt","17","Reaper Sweatshirt","17","Shopping Cart","13","Reaper Sweatshirt","17","","","","","https://www.aftco.com/products/reaper-fishing-sweatshirt","","","","","","","737647","114120","1358","542","2.506","56.273","Fairly Hard","2.385","0","1","","6","1","0","1.120","99","80","0","7","4","0","","","","","167bba59810764dbb776388cd3c30fc2","0.699","","","","","1.1","https://www.aftco.com/products/reaper-fishing-sweatshirt","2024-11-26 00:54:54"
"https://bookstore.kennesaw.edu/MerchList.aspx?ID=18884","https://bookstore.kennesaw.edu/MerchList.aspx?ID=18884","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","0","0","","","","","0.000","0","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.023","","","","","1.1","https://bookstore.kennesaw.edu/MerchList.aspx?ID=18884","2024-11-26 00:54:29"
"https://bookstore.umbc.edu/merchlist?ID=4291","https://bookstore.umbc.edu/merchlist?ID=4291","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","0","0","","","","","0.000","0","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.012","","","","","1.1","https://bookstore.umbc.edu/merchlist?ID=4291","2024-11-26 00:54:42"
"https://wgustore.com/collections/mens-sweatshirts","https://wgustore.com/collections/mens-sweatshirts","text/html; charset=utf-8","200","OK","Indexable","","Mens Sweatshirts
 – WGU","23","225","","0","0","","0","0","","0","Collection: Mens Sweatshirts","28","","0","Item added to your cart","23","Filter:","7","","","","","https://wgustore.com/collections/mens-sweatshirts","","https://wgustore.com/collections/mens-sweatshirts?page=2","","","","","332558","45185","675","192","3.516","86.957","Easy","1.719","0","1","","10","1","0","1.120","101","48","0","3","2","0","","","","","f680d29c291dce2341358e489f330735","0.822","","","","","1.1","https://wgustore.com/collections/mens-sweatshirts","2024-11-26 00:54:36"
"https://companygear.carhartt.com/mens-sweatshirts","https://companygear.carhartt.com/mens-sweatshirts","text/html; charset=UTF-8","200","OK","Indexable","","Men's Hoodies & Sweatshirts | Carhartt Company Gear","51","479","","0","0","Shop all men's uniform hoodies & sweatshirts and outfit your workforce with Carhartt Company Gear. Personalize your company uniforms with logos and more. Shop now.","163","1055","","0","Sign In or Register to access your lists.","41","","0","","0","","0","","","","","https://companygear.carhartt.com/mens-sweatshirts","","","","","","","446453","54153","1343","630","2.132","100.000","Very Easy","2.132","0","0","","21","1","0","1.120","287","175","0","8","8","0","","","","","be24ec1bd5b769354b02829eb48bf100","1.757","","","","","1.1","https://companygear.carhartt.com/mens-sweatshirts","2024-11-26 00:54:47"
"https://giftshop.stjude.org/apparel/outerwear","https://giftshop.stjude.org/apparel/outerwear","text/html;charset=UTF-8","200","OK","Indexable","","Hoodies, Sweatshirts, Jackets, and Pullovers - St. Jude Gift Shop","65","569","","0","0","Step into warmth and comfort with our collection of hoodies and sweatshirts. Our unique St. Jude designs are not only stylish but also contribute to a great cause. With many options to choose from, you can find the perfect fit for your style. Feel cozy and warm while knowing that your purchase is making a difference in the lives of the kids at St. Jude Children's Research Hospital. We understand the importance of giving back and we are proud to offer a product that allows you to do just that. Join us in making a positive impact today.","540","3315","jackets, jacket, pullover, hoodie, sweatshirts, outerwear","57","St. Jude Branded Outerwear","26","","0","Variations","10","Variations","10","","","","","https://giftshop.stjude.org/apparel/outerwear","","","","","","","169704","23299","461","217","2.124","100.000","Very Easy","2.424","0","1","","4","1","0","1.120","208","169","0","4","4","0","","","","","d7593fa446946c08b5f2202ac27f35a8","2.577","","","","","1.1","https://giftshop.stjude.org/apparel/outerwear","2024-11-26 00:54:26"
"https://the--bar.com/products/varsity-sweatshirt-black","https://the--bar.com/products/varsity-sweatshirt-black","text/html; charset=utf-8","200","OK","Indexable","","VARSITY SWEATSHIRT BLACK – The Bar","34","365","","0","0","Description Our Best Selling Varsity Sweatshirt in Black.  Fit &amp; Size Oversized boyfriend fit Drop shoulder sleeve  Recommend sizing up to maintain an oversized fit Mia is 5'9 and takes an XL sweatshirt Fabrication 90% Cotton / 10% Polyester  Imported. Silk screen printed and finished in NYC Care Instructions Turn","319","1925","","0","VARSITY SWEATSHIRT BLACK","24","","0","Size Guide","10","Product reviews","15","","","","","https://the--bar.com/products/varsity-sweatshirt-black","","","","","","","250532","44336","939","203","4.626","100.000","Very Easy","2.074","0","1","","8","1","0","1.120","50","22","0","4","3","0","","","","","46104f0edc945c4d6665cb51210b775d","0.374","","","","","1.1","https://the--bar.com/products/varsity-sweatshirt-black","2024-11-26 00:54:43"
"https://www.alyxstudio.com/collections/sweatshirts","https://www.alyxstudio.com/collections/sweatshirts","text/html; charset=utf-8","200","OK","Indexable","","1017 ALYX 9SM | Sweatshirts | Explore Sweatshirts of 1017 ALYX 9SM. Take a look at all our collections and find your favorite pieces on our official store.","155","1352","","0","0","Explore Sweatshirts of 1017 ALYX 9SM. Take a look at all our collections and find your favorite pieces on our official store.","125","756","","0","Reset your password","19","Size Chart","10","","0","","0","","","","","https://www.alyxstudio.com/collections/sweatshirts","","","","","","","239876","53901","414","170","2.435","97.285","Very Easy","1.394","0","1","","7","1","0","1.120","84","55","0","0","0","0","","","","","ebc20db1693539ca7232d5139b690dc2","0.660","","","","","1.1","https://www.alyxstudio.com/collections/sweatshirts","2024-11-26 00:54:30"
"https://www.boeingstore.com/collections/mens-sweatshirts","https://www.boeingstore.com/collections/mens-sweatshirts","text/html; charset=utf-8","200","OK","Indexable","","Men's Sweatshirts – The Boeing Store","36","337","","0","0","The Boeing Store is the official source for authentic aviation merchandise & gifts, space & aircraft collectibles, plane models, men's & women's apparel, travel gear, and STEM toys.","181","1101","","0","The Boeing Store","16","Sweatshirts & Hoodies","21","Recently viewed","15","","0","","","","","https://www.boeingstore.com/collections/mens-sweatshirts","","https://www.boeingstore.com/collections/mens-sweatshirts?page=2","","","","","365345","55481","390","151","2.583","99.006","Very Easy","1.485","0","1","","8","1","0","1.120","288","169","0","9","6","0","","","","","a70a884842dde3ee6957dca729c3bf63","1.118","","","","","1.1","https://www.boeingstore.com/collections/mens-sweatshirts","2024-11-26 00:54:25"
"https://twitter.com/earlxsweat?lang=en","https://twitter.com/earlxsweat?lang=en","","0","Connection Timeout","Non-Indexable","No Response","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","0","0","","","","","0.000","0","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","","https://twitter.com/earlxsweat?lang=en","2024-11-26 00:54:49"
"https://www.dogfish.com/shop/clothing/sweatshirts","https://www.dogfish.com/shop/clothing/sweatshirts","text/html; charset=utf-8","200","OK","Indexable","","sweatshirts | Dogfish Head Craft Brewed Ales | Off Centered Stuff For Off Centered People","89","794","","0","0","","0","0","","0","Welcome To Dogfish Head!","24","sweatshirts","11","Search form","11","","0","","","","","https://www.dogfish.com/shop/clothing/sweatshirts","","","","","","","38279","8835","278","95","2.926","86.399","Easy","7.725","0","2","","6","1","0","1.120","156","91","0","2","2","0","","","","","2b2205d7bb873429691e3e0157858919","3.512","Mon, 25 Nov 2024 19:54:47 GMT","","","","1.1","https://www.dogfish.com/shop/clothing/sweatshirts","2024-11-26 00:54:43"
"https://www.disneystore.com/mickey-mouse-snowman-pullover-sweatshirt-for-women-walt-disney-world-5102057430623M.html","https://www.disneystore.com/mickey-mouse-snowman-pullover-sweatshirt-for-women-walt-disney-world-5102057430623M.html","text/html;charset=UTF-8","200","OK","Indexable","","Mickey Mouse Snowman Pullover Sweatshirt for Women – Walt Disney World | Disney Store","85","809","","0","0","Shop the Mickey Mouse Snowman Pullover Sweatshirt for Women – Walt Disney World at DisneyStore.com, the official Disney shopping destination.","141","919","Disney Store","12","Mickey Mouse Snowman Pullover Sweatshirt for Women – Walt Disney World","70","","0","Product Details","15","Questions","9","","","","","https://www.disneystore.com/mickey-mouse-snowman-pullover-sweatshirt-for-women-walt-disney-world-5102057430623M.html","","","","","","","787652","136308","560","149","3.758","82.012","Easy","1.537","0","0","","46","1","0","1.120","363","234","0","8","8","0","","","","","e9f031532fad94188229268177ce8200","1.964","","","","","1.1","https://www.disneystore.com/mickey-mouse-snowman-pullover-sweatshirt-for-women-walt-disney-world-5102057430623M.html","2024-11-26 00:54:44"
"https://www.theharvardshop.com/collections/mens-sweaters-and-sweatshirts","https://www.theharvardshop.com/collections/mens-sweaters-and-sweatshirts","text/html; charset=utf-8","200","OK","Indexable","","Sweaters & Sweatshirts - The Harvard Shop","41","383","","0","0","- The Harvard Shop","18","119","","0","Sweaters & Sweatshirts","22","","0","","0","","0","","","","","https://www.theharvardshop.com/collections/mens-sweaters-and-sweatshirts","","https://www.theharvardshop.com/collections/mens-sweaters-and-sweatshirts?page=2","","","","","439125","66686","3080","784","3.929","100.000","Very Easy","9.034","0","1","","10","1","0","1.120","155","69","0","50","26","0","","","","","e4f33e00797dcff9bf20d4137b20fc9c","0.700","","","","","1.1","https://www.theharvardshop.com/collections/mens-sweaters-and-sweatshirts","2024-11-26 00:54:47"
"https://www.weargustin.com/store/knits-heavyweight-sweatshirt-natural-rainbow-nep","https://www.weargustin.com/store/knits-heavyweight-sweatshirt-natural-rainbow-nep","text/html; charset=utf-8","200","OK","Indexable","","Vintage Heavyweight Sweatshirt - Natural Rainbow Nep","52","488","","0","0","Our goal with the Heavyweight Knits line is to capture the spirit of knits from an earlier time. A time when basics were a bit more rugged.","139","840","","0","Vintage Heavyweight Sweatshirt - Natural Rainbow Nep","52","","0","","0","","0","","","","","https://www.weargustin.com/store/knits-heavyweight-sweatshirt-natural-rainbow-nep","","","","","","","104441","21401","1088","280","3.886","97.374","Very Easy","6.319","0","1","","6","1","0","1.120","78","38","0","3","3","0","","","","","97eaddf45b6d724d0f632a013fd371a4","1.314","","","","","1.1","https://www.weargustin.com/store/knits-heavyweight-sweatshirt-natural-rainbow-nep","2024-11-26 00:54:46"
"https://www.uniqlo.com/us/en/men/tops/sweatshirts-and-hoodies","https://www.uniqlo.com/us/en/men/tops/sweatshirts-and-hoodies","text/html","200","OK","Indexable","","Men's Sweatshirts & Hoodies | UNIQLO US","39","371","","0","0","Check out Sweatshirts & Hoodies for men's. Shop stylish and comfortable clothes from UNIQLO US.","95","617","UNIQLO us,","10","Sweatshirts & Hoodies","21","","0","","0","","0","","","","","https://www.uniqlo.com/us/en/men/tops/sweatshirts-and-hoodies","","","","","","","923555","145515","49","13","3.769","100.000","Very Easy","0.128","0","4","","3","1","0","1.120","44","25","0","18","9","0","","","","","4bf5b00d400c4fbf6662e0801230eac9","1.353","","","","","1.1","https://www.uniqlo.com/us/en/men/tops/sweatshirts-and-hoodies","2024-11-26 00:54:26"
"https://en.wikipedia.org/wiki/Sweatshirt","https://en.wikipedia.org/wiki/Sweatshirt","text/html; charset=UTF-8","200","OK","Indexable","","Sweatshirt - Wikipedia","22","195","","0","0","","0","0","","0","Sweatshirt","10","","0","Contents","8","History","7","max-image-preview:standard","","","","https://en.wikipedia.org/wiki/Sweatshirt","","","","","","","64029","15274","469","127","3.693","69.603","Normal","6.993","0","1","","19","1","0","1.120","102","75","0","27","23","0","","","","","c4d00d6385d01049e0f12b2843e351de","0.541","Fri, 22 Nov 2024 14:06:13 GMT","","","","1.1","https://en.wikipedia.org/wiki/Sweatshirt","2024-11-26 00:54:30"
"https://spiritualgangster.com/collections/sweatshirts","https://spiritualgangster.com/collections/sweatshirts","text/html; charset=utf-8","200","OK","Indexable","","Spiritual Gangster | Shop New Women's Sweatshirts","49","459","","0","0","Spiritual Gangster sweatshirts are the best for throwing on after a yoga or pilates or barre session. Our unique graphics make our soft yoga-inspired sweatshirts the best, and our sweatshirts are perfect to layer on top of a graphic tee or tank. Pair our sweatshirts with matching sweatpants or leggings and you are set to go!","326","1987","","0","Women's Sweatshirts","19","","0","","0","","0","","","","","https://spiritualgangster.com/collections/sweatshirts","","","","","","","287725","45344","156","49","3.184","100.000","Very Easy","1.284","0","1","","3","1","0","1.120","119","52","0","6","5","0","","","","","3b61c54660a4fa23f178fb54e25a2d48","0.941","","","","","1.1","https://spiritualgangster.com/collections/sweatshirts","2024-11-26 00:54:54"
"https://www.amazon.com/sweatshirt/s?k=sweatshirt","https://www.amazon.com/sweatshirt/s?k=sweatshirt","text/html;charset=UTF-8","200","OK","Indexable","","Amazon.com : sweatshirt","23","225","","0","0","","0","0","","0","1-48 of over 40,000 results for ""sweatshirt"" Sort by: Featured Price: Low to High Price: High to Low Avg. Customer Review Newest Arrivals Best Sellers Sort by:Featured Go","170","","0","Results","7","Hanes Men's Hoodie, EcoSmart Fleece Hoodie, Hooded Sweatshirt for Men","69","","","","","","","","","","","","1025580","157613","4246","1341","3.166","79.511","Fairly Easy","2.631","0","1","","13","1","0","1.120","451","278","0","22","22","0","","","","","4104f4aa2e18ec5b63e55d7b7a198688","0.422","","","","","1.1","https://www.amazon.com/sweatshirt/s?k=sweatshirt","2024-11-26 00:54:24"
"https://us.sunspel.com/products/mens-cotton-loopback-sweatshirt-in-grey-melange-mswe1516","https://us.sunspel.com/products/mens-cotton-loopback-sweatshirt-in-grey-melange-mswe1516","text/html; charset=utf-8","200","OK","Indexable","","Men's Loopback Sweatshirt in Grey Melange | Sunspel","51","476","","0","0","","0","0","","0","Loopback Sweatshirt","19","","0","","0","","0","","","","","https://us.sunspel.com/products/mens-cotton-loopback-sweatshirt-in-grey-melange-mswe1516","","","","","","","409709","65477","1478","387","3.819","100.000","Very Easy","2.621","0","1","","3","1","0","1.120","203","142","0","3","3","0","","","","","917bd4c9d1a4dbc3b31e0b47f21fa03e","0.925","","","","","1.1","https://us.sunspel.com/products/mens-cotton-loopback-sweatshirt-in-grey-melange-mswe1516","2024-11-26 00:54:50"
"https://www.facebook.com/EarlSweatshirtMusic/","https://www.facebook.com/EarlSweatshirtMusic/","text/html; charset=""utf-8""","200","OK","Non-Indexable","Canonicalised","Earl Sweatshirt","15","133","","0","0","‏‎Earl Sweatshirt‎‏۔ ‏‏788,164‏ لائکس · ‏86‏ اس بارے بات کر رہے ہیں‏۔ ‏فنکار‏","77","373","","0","","0","","0","","0","","0","noodp,noydir","","","","https://www.facebook.com/EarlSweatshirtMusic","","","","","","","951514","201687","0","","","","","0.000","0","1","","1","1","0","1.120","0","0","0","0","0","0","","","","","61f4ef109a3401554aca775756314f98","0.617","","","","","1.1","https://www.facebook.com/EarlSweatshirtMusic/","2024-11-26 00:54:51"
