"Original Url","Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Title 2","Title 2 Length","Title 2 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","Meta Robots 2","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://www.nysed.gov/career-technical-education/agriculture","https://www.nysed.gov/career-technical-education/agriculture","text/html; charset=utf-8","200","OK","Indexable","","Agriculture | New York State Education Department","49","452","","0","0","","0","0","","0","Agriculture","11","","0","New York State Education Department","35","CTE Content Areas","17","","","","","https://www.nysed.gov/career-technical-education/agriculture","","","","","","72713","13984","1275","333","3.829","57.238","Fairly Hard","11.161","0","1","","2","1","0","1.470","265","232","0","10","7","0","","","","","2c013e930d266f5c735e608de470caa6","5.319","Sat, 30 Nov 2024 09:40:17 GMT","","","","1.1","https://www.nysed.gov/career-technical-education/agriculture","2024-11-30 14:40:17"
"https://www.cals.iastate.edu/","https://www.cals.iastate.edu/","text/html; charset=UTF-8","200","OK","Indexable","","College of Agriculture and Life Sciences","40","353","","0","0","The College of Agriculture and Life Sciences at Iowa State University leads in educating future leaders, conducting research and sharing knowledge for the betterment of Iowa and the world.","188","1168","","0","Home","4","College of Agriculture and Life Sciences","40","Quick Links","11","Main","4","","","","","https://www.cals.iastate.edu/","","","","","","62304","11285","474","85","5.576","58.926","Fairly Hard","7.527","0","0","","3","1","0","1.470","75","53","0","4","4","0","","","","","bd585d9779f3f64efcac6cc3684a1d78","2.772","Sat, 30 Nov 2024 09:39:14 GMT","","","","1.1","https://www.cals.iastate.edu/","2024-11-30 14:39:14"
"https://www.fsa.usda.gov/resources/programs/arc-plc","https://www.fsa.usda.gov/resources/programs/arc-plc","text/html; charset=UTF-8","200","OK","Indexable","","Agriculture Risk Coverage (ARC) & Price Loss Coverage (PLC) | Farm Service Agency","81","745","","0","0","","0","0","","0","Agriculture Risk Coverage (ARC) & Price Loss Coverage (PLC)","59","","0","Breadcrumb","10","For Farmers and Ranchers","24","","","","","https://www.fsa.usda.gov/resources/programs/arc-plc","","","","","","47906","8858","456","85","5.365","53.896","Fairly Hard","9.733","0","2","","2","1","0","1.470","83","72","0","13","10","0","","","","","1098d60d2e799c91cc73b735d1888fb1","9.270","","","","","1.1","https://www.fsa.usda.gov/resources/programs/arc-plc","2024-11-30 14:39:18"
"https://agriculture.az.gov/","https://agriculture.az.gov/","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Homepage | Arizona Department of Agriculture","44","415","","0","0","","0","0","","0","","0","AN ARIZONA FOR EVERYONE","23","Search form","11","Latest News","11","","","","","https://agriculture.az.gov/homepage","","","","","","156699","29489","880","204","4.314","55.849","Fairly Hard","3.904","0","0","","2","1","0","1.470","100","68","0","6","6","0","","","","","32c003591bda4b679028dc6de72ad660","4.428","","","","","1.1","https://agriculture.az.gov/","2024-11-30 14:40:56"
"https://www.myplate.gov/","https://www.myplate.gov/","text/html; charset=UTF-8","200","OK","Indexable","","MyPlate | U.S. Department of Agriculture","40","357","","0","0","","0","0","","0","Learn how to eat healthy with MyPlate","37","","0","Are you making every bite count?","32","Discover budget-friendly food ideas","35","","","","","https://www.myplate.gov/","","","","","","104094","26468","532","116","4.586","68.919","Normal","5.992","0","0","","10","2","0","2.940","100","55","0","34","29","0","","","","","3c335703ab170efa92582281ec6b11da","2.692","Sat, 30 Nov 2024 09:01:21 GMT","","","","1.1","https://www.myplate.gov/","2024-11-30 14:39:32"
"https://agr.illinois.gov/","https://agr.illinois.gov/","text/html;charset=utf-8","200","OK","Indexable","","Illinois Department of Agriculture","34","292","","0","0","Livestock Management Facilities Grant Program","45","297","","0","Illinois Department of Agriculture","34","","0","Quick Links","11","Inside the Department of Agriculture","36","","","","","https://agr.illinois.gov/","","","","","","121448","16262","421","96","4.385","43.834","Hard","3.773","0","0","","5","1","0","1.470","132","99","0","10","10","0","","","","","a69001114beb7b98ccd8eeecb191d5","1.990","Fri, 29 Nov 2024 16:18:11 GMT","","","","1.1","https://agr.illinois.gov/","2024-11-30 14:39:54"
"https://agr.georgia.gov/","https://agr.georgia.gov/","text/html; charset=UTF-8","200","OK","Indexable","","Homepage | Georgia Department of Agriculture","44","415","","0","0","The Georgia Department of Agriculture was established in 1874 and is the oldest state department of agriculture in the United States. Tyler J Harper is the current Commissioner. The Georgia Department of Agriculture helps farmers, consumers, and businesses. We regulate animals, food, fuel, plants, soil, and pesticides produced or sold within the State of Georgia.","365","2257","","0","Georgia Department of Agriculture","33","Georgia Department of Agriculture","33","Main navigation","15","Spotlight","9","","","","","https://agr.georgia.gov/","","","","","","99817","12127","611","118","5.178","46.226","Hard","7.154","0","0","","5","1","0","1.470","219","101","0","7","4","0","","","","","983472371061a6af12c49d95c7d97236","2.212","","","","","1.1","https://agr.georgia.gov/","2024-11-30 14:40:55"
"https://agriculture.house.gov/about/committee_members.htm","https://agriculture.house.gov/about/committee_members.htm","text/html; charset=utf-8","200","OK","Indexable","","Committee Members | House Agriculture Committee","47","465","","0","0","Committee Members Glenn &quot;GT&quot; Thompson Committee Chairman R-PA-15 facebook twitter instagram--&gt; David Scott Ranking Member D-GA-13 facebook twitter instagram--&gt; Republican Members Frank Lucas OK-03 facebook twitter insta...","238","1477","","0","Committee Members","17","","0","Committee Members","17","Glenn ""GT"" Thompson","19","NOODP","NOODP","","","","","","","","","62914","6106","312","158","1.975","74.948","Fairly Easy","3.274","0","1","","4","1","0","1.470","152","92","0","5","5","0","","","","","5f961dd625b65a258baf8ea084b16fcc","8.781","Sat, 30 Nov 2024 09:39:52 GMT","","","","1.1","https://agriculture.house.gov/about/committee_members.htm","2024-11-30 14:39:47"
"https://nca2023.globalchange.gov/chapter/11","https://nca2023.globalchange.gov/chapter/11","text/html; charset=utf-8","302","Moved Temporarily","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","345","345","0","","","","","0.000","0","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","2.312","","https://nca2023.globalchange.gov/chapter/11/","HTTP Redirect","","1.1","https://nca2023.globalchange.gov/chapter/11","2024-11-30 14:40:15"
"https://www.tn.gov/agriculture.html","https://www.tn.gov/agriculture.html","","0","Connection Refused","Non-Indexable","No Response","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","0","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","","https://www.tn.gov/agriculture.html","2024-11-30 14:39:08"
"https://www.waterboards.ca.gov/water_issues/programs/agriculture/","https://www.waterboards.ca.gov/water_issues/programs/agriculture/","text/html","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","846","846","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","3.613","","","","","1.1","https://www.waterboards.ca.gov/water_issues/programs/agriculture/","2024-11-30 14:40:02"
"https://www.cbf.org/issues/agriculture/index.html","https://www.cbf.org/issues/agriculture/index.html","text/html; charset=UTF-8","200","OK","Indexable","","Agriculture - Chesapeake Bay Foundation","39","365","","0","0","What role do farms and agricultural production play in the health of our waters?","80","490","chesapeake bay foundation,clean water blueprint,maryland,virginia,pennsylvania,watershed,education,advocacy,litigation,restoration","130","Agriculture","11","Agriculture","11","Regenerative Agriculture","24","Agricultural Equity","19","","","","","https://www.cbf.org/issues/agriculture/index.html","","","","","","105021","28445","2151","337","6.383","52.041","Fairly Hard","15.250","0","2","","3","1","0","1.470","138","115","0","11","11","0","","","","","65d49b67fecc795fa3c08f21373dfea2","4.885","","","","","1.1","https://www.cbf.org/issues/agriculture/index.html","2024-11-30 14:40:05"
"https://www.ers.usda.gov/data-products/ag-and-food-statistics-charting-the-essentials/ag-and-food-sectors-and-the-economy/","https://www.ers.usda.gov/data-products/ag-and-food-statistics-charting-the-essentials/ag-and-food-sectors-and-the-economy/","text/html; charset=utf-8","200","OK","Indexable","","USDA ERS - Ag and Food Sectors and the Economy","46","450","","0","0","The U.S. agriculture sector extends beyond the farm business to include a range of farm-related industries. Agriculture, food, and related industries contributed 5.6 percent to U.S. gross domestic product and provided 10.4 percent of U.S. employment; U.S. consumers' expenditures on food amount to 12.9 percent of household budgets, on average. Among Federal Government outlays on farm and food programs, nutrition assistance far outpaces other programs.","454","2869","essentials, charts, statistics, maps, agriculture, food, GDP, gross domestic product, household food expenditures, USDA outlays, USDA spending, farm and food policy, nutrition assistance programs, key agriculture indicators, ag employment, ERS, GDP, value added, food spending,","277","Ag and Food Sectors and the Economy","35","","0","What is agriculture's share of the overall U.S. economy?","56","Agriculture and its related industries provide 10.4 percent of U.S. employment","78","","","","","","","","","","","77007","20032","709","158","4.487","57.422","Fairly Hard","8.341","0","3","","5","1","0","1.470","96","75","0","9","8","0","","","","","f722ef7460d0122b86837dc2ee884a76","10.757","","","","","1.1","https://www.ers.usda.gov/data-products/ag-and-food-statistics-charting-the-essentials/ag-and-food-sectors-and-the-economy/","2024-11-30 14:40:59"
